hashtags,is_reply_to,likes,retweets,screen_name,text,timestamp,tweet_url,username,neg,neu,pos,compound
[],False,36128,3078,taylorswift13,This love is worth the fight pic.twitter.com/TTJ6N1Ilkw,2019-08-28 20:34:05,/taylorswift13/status/1166811211066937346,Taylor Swift,0.205,0.315,0.48,0.5423
[],False,29340,2681,taylorswift13,"We were a fresh page on the desk, filling in the blanks as we go pic.twitter.com/9wGs81eyV4",2019-08-28 20:24:34,/taylorswift13/status/1166808813690920961,Taylor Swift,0.0,0.867,0.133,0.3182
[],False,29817,2546,taylorswift13,It’s been a long time coming but... pic.twitter.com/n1WHYajSz3,2019-08-28 20:17:28,/taylorswift13/status/1166807029303975942,Taylor Swift,0.0,1.0,0.0,0.0
[],False,31782,2791,taylorswift13,Things will never be the same pic.twitter.com/UlMMLw2b5y,2019-08-28 20:09:00,/taylorswift13/status/1166804898035437568,Taylor Swift,0.0,1.0,0.0,0.0
[],False,42830,4286,taylorswift13,"Thank you!!! It’s the nicest feeling when someone sees your intention, so glad you like the journals https://twitter.com/anniezaleski/status/1166036509067227136 …",2019-08-28 17:40:47,/taylorswift13/status/1166767597985161221,Taylor Swift,0.0,0.488,0.512,0.9288
[],False,39820,6310,taylorswift13,"“Taylor Swift’s diary entries are a must-read companion to Lover” was a thing The New York Times said so here’s where you can get them, I mean they literally said you must read them so... https://TaylorSwift.lnk.to/Lover-dlx pic.twitter.com/GeCicGvqyC",2019-08-28 16:41:31,/taylorswift13/status/1166752681039409152,Taylor Swift,0.0,1.0,0.0,0.0
[],False,80512,12180,taylorswift13,Thank you pic.twitter.com/5GbaKdjyzT,2019-08-27 22:59:13,/taylorswift13/status/1166485344965074944,Taylor Swift,0.0,0.444,0.556,0.3612
[],False,52816,8286,taylorswift13,Thank you pic.twitter.com/4uwNJohsUE,2019-08-27 22:40:03,/taylorswift13/status/1166480521532252165,Taylor Swift,0.0,0.444,0.556,0.3612
[],False,72158,11514,taylorswift13,Thank you pic.twitter.com/2KEv4XhadQ,2019-08-27 22:37:15,/taylorswift13/status/1166479816494915585,Taylor Swift,0.0,0.444,0.556,0.3612
[],False,54487,8434,taylorswift13,"There’s a dazzling haze, a mysterious way about you dear...
: @ShearerPhoto @GettyVIPpic.twitter.com/Xl63m45BJp",2019-08-27 21:26:16,/taylorswift13/status/1166461955323899904,Taylor Swift,0.0,0.822,0.178,0.3818
[],False,36938,3205,taylorswift13,"It’s you and me, there’s nothing like this pic.twitter.com/JKS1O4rnzY",2019-08-27 20:58:20,/taylorswift13/status/1166454924361773056,Taylor Swift,0.209,0.791,0.0,-0.2755
[],False,37735,3256,taylorswift13,"I once believed love would be burning red, but it’s golden pic.twitter.com/09hzwQAVeu",2019-08-27 20:50:44,/taylorswift13/status/1166453013650792448,Taylor Swift,0.0,0.809,0.191,0.3818
[],False,39723,3108,taylorswift13,Threw out our cloaks and our daggers because it’s morning now. pic.twitter.com/u1LqbgCKKd,2019-08-27 20:44:20,/taylorswift13/status/1166451400131469312,Taylor Swift,0.0,1.0,0.0,0.0
[],False,27527,2620,taylorswift13,They say the road gets hard and you get lost when you’re led by blind faith..But we might just get away with it pic.twitter.com/W3aKhXThA7,2019-08-27 20:38:06,/taylorswift13/status/1166449835010154496,Taylor Swift,0.234,0.766,0.0,-0.6597
[],False,31675,2812,taylorswift13,"We bless the rains on Cornelia Street, memorize the creaks in the floor pic.twitter.com/s3Uze1fJtb",2019-08-27 20:33:49,/taylorswift13/status/1166448755098497024,Taylor Swift,0.0,0.823,0.177,0.4215
[],False,71948,9823,taylorswift13,"Thank you to the fans who voted, our excellent cast, @todrick , @drewkirsch and everyone who worked so hard on the You Need to Calm Down video. @vmas Video of the Year  I MEAN JUST WOW GUYS YOU DID THAT HUH 
: @KevinMazur // @GettyVIPpic.twitter.com/WjD6muE3nv",2019-08-27 20:16:33,/taylorswift13/status/1166444409921134593,Taylor Swift,0.034,0.729,0.237,0.9035
[],False,54265,4240,taylorswift13,"I’ll tell you the truth, but never goodbye pic.twitter.com/xpgFpLHKtv",2019-08-26 20:28:16,/taylorswift13/status/1166084970231861248,Taylor Swift,0.0,0.829,0.171,0.1655
[],False,56034,4694,taylorswift13,"And I hope I never lose you, hope it never ends pic.twitter.com/7BhkCdssqB",2019-08-26 20:16:53,/taylorswift13/status/1166082105811619840,Taylor Swift,0.145,0.543,0.311,0.4122
[],False,33855,2924,taylorswift13,"Lost my gloves, you give me one. Wanna hang out? Yeah, sounds like fun pic.twitter.com/byJsAuDcHT",2019-08-26 20:06:57,/taylorswift13/status/1166079607688302593,Taylor Swift,0.108,0.516,0.376,0.6908
[],False,35959,3234,taylorswift13,This ultraviolet morning light below tells me this love is worth the fight pic.twitter.com/fo8M7j5h6e,2019-08-26 19:59:11,/taylorswift13/status/1166077650219216896,Taylor Swift,0.127,0.537,0.337,0.6486
[],False,33255,3018,taylorswift13,Just wanna lift you up and not let you go pic.twitter.com/A3UPmodaU1,2019-08-26 19:50:55,/taylorswift13/status/1166075573153783815,Taylor Swift,0.0,1.0,0.0,0.0
[],False,31897,3020,taylorswift13,"Barefoot in the kitchen, sacred new beginnings that became my religion. Listen. pic.twitter.com/AojqFASa3A",2019-08-26 19:43:06,/taylorswift13/status/1166073605807120384,Taylor Swift,0.0,1.0,0.0,0.0
[],False,78160,8885,taylorswift13,"Ever since I saw Fleabag, I’ve been all ‘I can’t wait to see this woman host @nbcsnl’ and it’s happening now + I get to be there too = I am in shambles.  Oct 5th pic.twitter.com/VcZeuXWKuc",2019-08-26 17:31:40,/taylorswift13/status/1166040528443662338,Taylor Swift,0.0,1.0,0.0,0.0
[],False,43461,3955,taylorswift13,I get mystified by how this city screams your name.pic.twitter.com/l2d5C1vLMX,2019-08-25 19:47:11,/taylorswift13/status/1165712242068865025,Taylor Swift,0.196,0.804,0.0,-0.296
[],False,64716,5931,taylorswift13,I’m crazier for you than I was at sixteen. pic.twitter.com/VAGsMMUmcW,2019-08-25 19:38:14,/taylorswift13/status/1165709990826598402,Taylor Swift,0.109,0.891,0.0,-0.0258
[],False,40654,3579,taylorswift13,"I want to drive away with you, I want your complications too pic.twitter.com/dnL2iBHZhW",2019-08-25 19:33:03,/taylorswift13/status/1165708688092516358,Taylor Swift,0.0,0.809,0.191,0.1531
[],False,49146,4581,taylorswift13,I’m with you even if it makes me blue pic.twitter.com/RuLE1qOlWt,2019-08-25 19:25:09,/taylorswift13/status/1165706699111419904,Taylor Swift,0.0,1.0,0.0,0.0
[],False,43386,4208,taylorswift13,"Honey without all the exes fights and flaws, we wouldn’t be standing here so tall. pic.twitter.com/S75cgE07A0",2019-08-25 19:15:08,/taylorswift13/status/1165704176711667712,Taylor Swift,0.153,0.847,0.0,-0.4019
[],False,47016,4509,taylorswift13,You know I adore you pic.twitter.com/YWgZM20Dco,2019-08-25 19:06:21,/taylorswift13/status/1165701966082793473,Taylor Swift,0.0,0.581,0.419,0.5574
[],False,67719,8610,taylorswift13,Stopped by the NYC pop up shop to celebrate Lover with the people who have made this week so insanely fun. Shout out to @CapitalOne for making the shop so NICE  Love you guys so much! EVERYONE LOOKS SO CUTE IN THEIR STELLAxTS MERCHpic.twitter.com/6aGjEkydTB,2019-08-24 22:58:16,/taylorswift13/status/1165397943437996032,Taylor Swift,0.029,0.569,0.401,0.9802
[],False,56382,5585,taylorswift13,"I scream “For whatever it’s worth, I LOVE YOU AINT THAT THE WORST THING YOU EVER HEARD?” pic.twitter.com/EWUGqWsTsM",2019-08-24 20:47:14,/taylorswift13/status/1165364970214891526,Taylor Swift,0.099,0.512,0.39,0.8389
[],False,50181,4640,taylorswift13,"Shiny toy with a price, you know that I bought it pic.twitter.com/4QRHUx7Ob0",2019-08-24 20:34:18,/taylorswift13/status/1165361714608640000,Taylor Swift,0.0,1.0,0.0,0.0
[],False,60451,5399,taylorswift13,"We could follow the sparks, I’ll drive pic.twitter.com/4JMwl9Ae0K",2019-08-24 20:26:29,/taylorswift13/status/1165359745580064769,Taylor Swift,0.0,1.0,0.0,0.0
[],False,44774,4554,taylorswift13,Good ones never wait pic.twitter.com/cnAiFk687j,2019-08-24 20:20:44,/taylorswift13/status/1165358301086961664,Taylor Swift,0.0,0.58,0.42,0.4404
[],False,58680,5849,taylorswift13,Who could stay? You could stay. pic.twitter.com/vkeCfulS8Q,2019-08-24 20:15:21,/taylorswift13/status/1165356943877316609,Taylor Swift,0.0,1.0,0.0,0.0
[],False,58830,5893,taylorswift13,"This is our place, we make the rules. pic.twitter.com/qz2DjfJwXe",2019-08-24 20:09:52,/taylorswift13/status/1165355565444489218,Taylor Swift,0.0,1.0,0.0,0.0
[],False,45781,4610,taylorswift13,"Fever dream high in the quiet of the night, you know that I caught it... pic.twitter.com/sOqXgcz6v5",2019-08-24 20:05:36,/taylorswift13/status/1165354492470206465,Taylor Swift,0.0,0.882,0.118,0.25
[],False,96623,14289,taylorswift13,"Had to go see the mural in person and it turns out she’s GLORIOUS. Thank you @spotify, it’s been an honor revealing new lyrics with you all week 
: @KevinMazur @gettyimagespic.twitter.com/jbC2Ddqi6H",2019-08-24 02:09:55,/taylorswift13/status/1165083784481579008,Taylor Swift,0.0,0.725,0.275,0.8918
[],True,64338,7734,taylorswift13,CONFIRMED.  ,2019-08-23 21:35:36,/taylorswift13/status/1165014753200287746,Taylor Swift,0.0,1.0,0.0,0.0
[],False,113512,14137,taylorswift13,WHAT IS LIFE EVENhttps://twitter.com/TargetNews/status/1164902087215452160 …,2019-08-23 20:18:51,/taylorswift13/status/1164995436169629697,Taylor Swift,0.0,1.0,0.0,0.0
[],False,104914,17372,taylorswift13,"And I snuck in through the garden gate, every night that summer just to seal my fate // Stream Lover on @youtubemusic!pic.twitter.com/hM1b1jljTG",2019-08-23 19:50:07,/taylorswift13/status/1164988205676060679,Taylor Swift,0.0,0.837,0.163,0.6239
['Lover'],False,351636,85237,taylorswift13,"This album is very much a celebration of love, in all its complexity, coziness, and chaos. It’s the first album of mine that I’ve ever owned, and I couldn’t be more proud. I’m so excited that #Lover is out NOW: https://taylorswift.lnk.to/Lover pic.twitter.com/NMgE7LTdGZ",2019-08-23 04:05:22,/taylorswift13/status/1164750451209900032,Taylor Swift,0.065,0.637,0.298,0.9209
[],False,131478,31230,taylorswift13,"And so it goes, you two are dancing in a snow globe round and round... The Lover music video is out now! http://ts.lnk.to/LoverMv pic.twitter.com/mV0BXZ92QY",2019-08-22 21:49:35,/taylorswift13/status/1164655881499369475,Taylor Swift,0.0,0.849,0.151,0.6239
['todayatapple'],False,87112,14619,taylorswift13,"A fun thing is happening! Learn how to remix You Need to Calm Down in select Apple Stores at the #todayatapple Music Lab. 
http://apple.com/today  @AppleMusicpic.twitter.com/c7zEOSJEMp",2019-08-22 15:45:38,/taylorswift13/status/1164564294341681157,Taylor Swift,0.0,0.796,0.204,0.7088
[],False,84965,14512,taylorswift13,"3 days until Lover!!!  

Pre-add it on @AppleMusichttps://taylorswift.lnk.to/Lover/applemusic …",2019-08-21 00:22:18,/taylorswift13/status/1163969541019447298,Taylor Swift,0.0,0.631,0.369,0.6884
['StellaxTaylorSwift'],False,54506,8724,taylorswift13,#StellaxTaylorSwift  It’s been SO fun to dream up cute stuff with @StellaMcCartney to create a line inspired by my new album. Can’t wait to show you what we've been working on at the @YouTube Live on 8/22 at 5p ET! More info at https://TaylorSwift.com  + https://stell.am/33KQh6P pic.twitter.com/OWbMRrGglx,2019-08-20 19:47:32,/taylorswift13/status/1163900392624840711,Taylor Swift,0.0,0.716,0.284,0.9491
[],False,146132,22238,taylorswift13,Okay NOW there are five holes in the fence pic.twitter.com/I5093bDJaF,2019-08-18 16:00:05,/taylorswift13/status/1163118375607963648,Taylor Swift,0.0,0.826,0.174,0.2263
[],False,105542,12807,taylorswift13,Grinning at this tweet!! And always in awe of your music https://twitter.com/troyesivan/status/1162742608730439684 …,2019-08-17 18:08:45,/taylorswift13/status/1162788369593708549,Taylor Swift,0.0,0.796,0.204,0.4738
[],False,148220,15525,taylorswift13,ARE YOU KIDDING ME THIS IS THE NICEST THING ANYONE HAS EVER SAID - you’re just the best and so kind to say this https://twitter.com/KeithUrban/status/1162763090594865154 …,2019-08-17 18:07:12,/taylorswift13/status/1162787978890108930,Taylor Swift,0.0,0.612,0.388,0.932
[],False,152679,42377,taylorswift13,"Lover Friday, August 23. 

Pre-add, pre-save, pre-order: https://taylorswift.lnk.to/lover pic.twitter.com/PbxN49rYEh",2019-08-16 19:34:47,/taylorswift13/status/1162447632096272391,Taylor Swift,0.0,0.678,0.322,0.5859
[],False,187075,29898,taylorswift13,There’s a dazzling haze...pic.twitter.com/elbgJ1r948,2019-08-16 18:38:32,/taylorswift13/status/1162433477935075328,Taylor Swift,0.0,1.0,0.0,0.0
[],False,137086,18057,taylorswift13,pic.twitter.com/dMxVzYGxgG,2019-08-13 15:07:51,/taylorswift13/status/1161293291608035328,Taylor Swift,0.0,1.0,0.0,0.0
[],False,108878,12043,taylorswift13,"The thirteens really jumped out. @alexmorgan13
 @KevinMazurpic.twitter.com/lmBydAQRyp",2019-08-12 03:04:06,/taylorswift13/status/1160748766447710209,Taylor Swift,0.0,1.0,0.0,0.0
[],False,137868,19852,taylorswift13,Threw a party to celebrate with the people who made the ME! & YNTCD videos with me- and we had so much fun that ‘Drunk Taylor’ is trending on Twitter. CHEERS. pic.twitter.com/HPvQlSDSBM,2019-08-11 21:28:43,/taylorswift13/status/1160664364543827969,Taylor Swift,0.0,0.665,0.335,0.9337
[],False,166598,22127,taylorswift13,pic.twitter.com/atH7d2Xk94,2019-08-11 00:07:54,/taylorswift13/status/1160342039134949377,Taylor Swift,0.0,1.0,0.0,0.0
[],False,150726,19633,taylorswift13,Can’t stop won’t stop twinning with Paddington. pic.twitter.com/ES9ufw8ZD8,2019-08-09 02:52:34,/taylorswift13/status/1159658701118029824,Taylor Swift,0.423,0.577,0.0,-0.5267
[],False,163530,25640,taylorswift13,I’d be a fearless leader. I’d be an alpha type.pic.twitter.com/bzIchKUtJB,2019-08-08 23:10:25,/taylorswift13/status/1159602795097362432,Taylor Swift,0.0,0.756,0.244,0.4404
[],False,160139,21374,taylorswift13,pic.twitter.com/levuCpqV94,2019-08-08 18:05:09,/taylorswift13/status/1159525974637084672,Taylor Swift,0.0,1.0,0.0,0.0
[],False,78869,12638,taylorswift13,"Wanted to thank @abby_aguirre for writing such a thoughtful piece and for diving into my pastel cryptic world of hints, Easter eggs, and numerology. We also talked about sexism, equality, and all things Lover. I ate an entire cheese plate by myself. On stands soon-ish.pic.twitter.com/n9vP3Vbpql",2019-08-08 15:07:00,/taylorswift13/status/1159481139804999681,Taylor Swift,0.0,0.801,0.199,0.8481
[],False,180049,29392,taylorswift13,"My heart’s been borrowed and yours has been blue. All’s well that ends well, to end up with you. pic.twitter.com/CECesxb8do",2019-08-08 14:08:28,/taylorswift13/status/1159466408893386752,Taylor Swift,0.0,0.811,0.189,0.4939
[],False,117357,20646,taylorswift13,"WELL SO THIS IS A THING THAT’S HAPPENING. September issue of @voguemagazine and I’m so so so grateful to Anna, Tonne Goodman, Sergio Kletnoy and basically anyone who was like ‘yeah she can be on the Sept issue cover’. What an amazing experience shooting with @inezandvinoodh.pic.twitter.com/Aj7ocN6VLg",2019-08-08 13:11:22,/taylorswift13/status/1159452041355415552,Taylor Swift,0.0,0.754,0.246,0.9284
[],False,129645,17380,taylorswift13,pic.twitter.com/XVgtNCXWmT,2019-08-07 22:27:07,/taylorswift13/status/1159229511587827715,Taylor Swift,0.0,1.0,0.0,0.0
[],False,163854,21525,taylorswift13,pic.twitter.com/OubigHdps6,2019-08-05 19:21:04,/taylorswift13/status/1158457914870456326,Taylor Swift,0.0,1.0,0.0,0.0
[],False,178415,21780,taylorswift13,pic.twitter.com/zQ4DUaRCD7,2019-08-03 08:02:21,/taylorswift13/status/1157562333297664000,Taylor Swift,0.0,1.0,0.0,0.0
[],False,223674,29491,taylorswift13,What if I’m alright right here?pic.twitter.com/nHWcaSVPAM,2019-07-25 21:10:18,/taylorswift13/status/1154499139088113674,Taylor Swift,0.0,0.714,0.286,0.25
[],False,99445,18460,taylorswift13,"So excited to show you the deluxe versions of Lover! 

You can get it at @Target in the US or on my website! Cheers! http://taylorswift.lnk.to/lover-dlx pic.twitter.com/Qi8IqmcDlB",2019-07-23 21:57:52,/taylorswift13/status/1153786331845103621,Taylor Swift,0.0,0.687,0.313,0.8877
[],False,153924,41398,taylorswift13,"I’ve been the archer
I’ve been the prey
Who could ever leave me darling...
But who could stay?

https://taylorswift.lnk.to/TheArcherTW pic.twitter.com/b2hZ2cHfkf",2019-07-23 21:25:11,/taylorswift13/status/1153778107150557184,Taylor Swift,0.051,0.837,0.112,0.3182
[],False,84787,13300,taylorswift13," Friday
@catsmoviepic.twitter.com/h1SJfmA5ol",2019-07-16 18:56:05,/taylorswift13/status/1151203871332716544,Taylor Swift,0.0,1.0,0.0,0.0
[],False,226190,33627,taylorswift13,Cat lady thirst trappic.twitter.com/hZ7e9bCaa7,2019-07-13 16:25:06,/taylorswift13/status/1150078711355650053,Taylor Swift,0.0,1.0,0.0,0.0
[],False,216622,26165,taylorswift13,Friday calmnesspic.twitter.com/jEq4ZLjtME,2019-06-28 15:41:07,/taylorswift13/status/1144631824980828160,Taylor Swift,0.0,1.0,0.0,0.0
[],False,37743,5411,taylorswift13,Go behind the scenes of the YNTCD Taylor Park with the amazing @HayleyKiyoko @Lavernecox @katyperry @antoni @Karamo @jvn @bobbyberk @harto @DexStar84 @Adaripp @todrick @chesterlockhart @QueenJadeJolie @drewkirsch https://TaylorSwift.lnk.to/YNTCDbts ,2019-06-26 15:37:32,/taylorswift13/status/1143906143800111105,Taylor Swift,0.0,0.872,0.128,0.5859
[],False,137362,17780,taylorswift13,Some of us had champagne on set and it shows pic.twitter.com/Kxq7AcY8TL,2019-06-18 17:50:51,/taylorswift13/status/1141040592534802432,Taylor Swift,0.0,0.82,0.18,0.296
[],False,160877,22334,taylorswift13,When you have a song about being calm and the video has a Cher quote in it and she posts it so henceforth you are not able to be calm anymore https://twitter.com/cher/status/1140739366106517506 …,2019-06-17 22:20:43,/taylorswift13/status/1140746118432776197,Taylor Swift,0.0,0.871,0.129,0.5574
[],False,119376,18189,taylorswift13,"Just like my life, this video was co-executive produced by @todrick pic.twitter.com/AObdtkYl0w",2019-06-17 15:22:07,/taylorswift13/status/1140640776390664192,Taylor Swift,0.0,0.815,0.185,0.3612
"['DeltaWork', 'YNTCDmusicvideo']",False,46607,7272,taylorswift13,Stan/Follow/Support @A_doubleC_D @adamlambert @Adaripp @AdoreDelano @antoni @theebillyporter @bobbyberk @chesterlockhart @ciara #DeltaWork @DexStar84 @TheEllenShow @harto @HayleyKiyoko @QueenJadeJolie @jessetyler @JustinMikita @jvn @Karamo @katyperry @Lavernecox #YNTCDmusicvideo,2019-06-17 13:24:11,/taylorswift13/status/1140611097076125696,Taylor Swift,0.0,1.0,0.0,0.0
[],False,401745,103995,taylorswift13,A happy meal   pic.twitter.com/hPAbOZEsKF,2019-06-17 12:50:41,/taylorswift13/status/1140602666890014720,Taylor Swift,0.0,0.448,0.552,0.5719
"['DeltaWork', 'YNTCDmusicvideo']",False,52913,10638,taylorswift13,Stan/Follow/Support! @A_doubleC_D @adamlambert @Adaripp @AdoreDelano @antoni @theebillyporter @bobbyberk @chesterlockhart @ciara #DeltaWork @DexStar84 @TheEllenShow @harto @HayleyKiyoko @QueenJadeJolie @jessetyler @JustinMikita @jvn @Karamo @katyperry @Lavernecox #YNTCDmusicvideo,2019-06-17 12:38:42,/taylorswift13/status/1140599648182243328,Taylor Swift,0.0,1.0,0.0,0.0
['YNTCDmusicvideo'],False,49714,10210,taylorswift13,"The #YNTCDmusicvideo premieres in 1 hour  

Premiere watch page: http://taylorswift.lnk.to/YNTCD/YouTube 
@YouTube @youtubemusicpic.twitter.com/Ek972t3hkE",2019-06-17 11:16:53,/taylorswift13/status/1140579059769978880,Taylor Swift,0.0,1.0,0.0,0.0
[],False,101208,12455,taylorswift13,Tea time! Monday morning! pic.twitter.com/YLt8UD9dNC,2019-06-15 22:38:42,/taylorswift13/status/1140025869706104840,Taylor Swift,0.0,1.0,0.0,0.0
[],False,132053,20768,taylorswift13,We all got crowns  pic.twitter.com/vI2rXQQMTl,2019-06-15 16:56:22,/taylorswift13/status/1139939719113060352,Taylor Swift,0.0,1.0,0.0,0.0
[],False,111532,15412,taylorswift13,Can you just not step on our gowns? pic.twitter.com/A8QPkZicqS,2019-06-15 04:21:23,/taylorswift13/status/1139749718362398720,Taylor Swift,0.0,1.0,0.0,0.0
[],False,44093,5918,taylorswift13,"Alexa, play Today in Music 
@amazonmusichttps://twitter.com/amazonmusic/status/1139384437488009216 …",2019-06-14 17:27:10,/taylorswift13/status/1139585079418785792,Taylor Swift,0.0,0.714,0.286,0.34
[],False,132778,20857,taylorswift13,A delicious new video comes out Monday morning...pic.twitter.com/fnZMz6P5dg,2019-06-14 15:58:47,/taylorswift13/status/1139562838891139079,Taylor Swift,0.0,0.654,0.346,0.5719
[],False,127972,32511,taylorswift13,"Gxgjxkhdkdkydkhdkhfjvjfj 

http://taylorswift.lnk.to/YNTCDtw pic.twitter.com/8J6Bc89NQx",2019-06-14 04:10:50,/taylorswift13/status/1139384677813219330,Taylor Swift,0.0,1.0,0.0,0.0
[],False,90127,13386,taylorswift13,There were five posts in the fence.pic.twitter.com/dHgwKbd1Q5,2019-06-14 02:55:57,/taylorswift13/status/1139365833011015680,Taylor Swift,0.0,1.0,0.0,0.0
[],False,215585,63918,taylorswift13,"Lover, album out August 23. Cover shot by the artistic genius that is @valheria123  Pre-add, pre-save, pre-order (all the pre stuff you feel like doing) Can’t wait for you to hear this. http://taylorswift.lnk.to/LoverTw pic.twitter.com/IPy54raQUF",2019-06-13 21:25:27,/taylorswift13/status/1139282660860334107,Taylor Swift,0.0,0.836,0.164,0.743
[],False,80613,11849,taylorswift13,": @ashleyophoto, @jeffkravitz // Getty Entertainmentpic.twitter.com/mijbu6cV5E",2019-06-03 17:38:35,/taylorswift13/status/1135601687274541057,Taylor Swift,0.0,1.0,0.0,0.0
[],False,105713,20486,taylorswift13,"Like a rainbow with all of the colors 

Thank you to everyone who came to Wango Tango! That was FUN  Ps a huge thank you to @brendonurie for surprising the crowd!!

: Rich Fury, Kevin Mazur, Jeff Kravitz, Wes and Alex // Getty Entertainmentpic.twitter.com/dXWewgIUPv",2019-06-02 16:12:06,/taylorswift13/status/1135217534825881600,Taylor Swift,0.062,0.599,0.34,0.9404
['lettertomysenator'],False,134738,37024,taylorswift13,"#lettertomysenator
http://taylorswift.lnk.to/petition pic.twitter.com/Ym0mGeOHgc",2019-06-01 04:08:49,/taylorswift13/status/1134673128301453312,Taylor Swift,0.0,1.0,0.0,0.0
[],False,206746,26974,taylorswift13,pic.twitter.com/Lyr0vtXO69,2019-05-30 03:21:12,/taylorswift13/status/1133936366977540096,Taylor Swift,0.0,1.0,0.0,0.0
[],False,292899,42146,taylorswift13, au revoir pic.twitter.com/D1OhFPHPFU,2019-05-26 12:32:45,/taylorswift13/status/1132625617596375040,Taylor Swift,0.0,1.0,0.0,0.0
[],True,5226,757,taylorswift13,I love you too! Thank you for having me!,2019-05-24 12:29:30,/taylorswift13/status/1131900026949636096,Taylor Swift,0.0,0.49,0.51,0.8065
[],False,64426,8791,taylorswift13,"Thank you @TheGNShow for having me and the band!! It airs tonight. Feeling lucky that I got to be on with @sophiet, Michael Fassbender, @jes_chastain and James McAvoy - They were all so sweet, now I want to just walk around yelling GO SEE DARK PHOENIX.
: So Television / BBCpic.twitter.com/vbY7UMBLaz",2019-05-24 12:21:16,/taylorswift13/status/1131897953684197376,Taylor Swift,0.0,0.786,0.214,0.8898
[],False,74101,10713,taylorswift13,"Had the best time performing with @brendonurie on @nbcthevoice finale - thank you to the fans there for being so welcoming! And a huge congratulations to @MaelynMusic!! Meeting you made my day 
: Trae Patton / NBCpic.twitter.com/YdKLjda5jt",2019-05-22 21:17:17,/taylorswift13/status/1131308071328763904,Taylor Swift,0.0,0.646,0.354,0.9553
[],False,61904,7374,taylorswift13,"Oh my God this is SO CUTE I LOVE IT. Thanks for putting all that effort into this you guys. Also Cassey I actually just finished the 30 day @blogilates ab challenge!!  Sending all of you a hug, thanks again!https://twitter.com/ytcreators/status/1126942317359783936 …",2019-05-11 14:42:13,/taylorswift13/status/1127222384300367875,Taylor Swift,0.0,0.579,0.421,0.977
[],False,171802,26689,taylorswift13,I know I never think before I jump...pic.twitter.com/LXqqrGdpmX,2019-05-09 20:04:24,/taylorswift13/status/1126578686638030854,Taylor Swift,0.0,1.0,0.0,0.0
[],False,74405,14820,taylorswift13,"Thank you for such a wonderful experience @EW - I loved getting to talk with @AlexJSuskind (yep I said it, I did an actual interview with a human journalist!! ) Wanted to rep as many things/people I love on the jacket  and more in the interview. http://share.ew.com/gHj46kg pic.twitter.com/zp0IiEPTn2",2019-05-09 16:43:32,/taylorswift13/status/1126528136605310976,Taylor Swift,0.0,0.716,0.284,0.9523
[],False,151198,28378,taylorswift13,THIS WAS THE MAXIMUM AMOUNT OF FUN POSSIBLE. And for the first time ever I’m releasing the live rehearsal audio from this performance on vinyl and CD from @BBMAs on my site. Thank you to every performer up there with us tonight!!! pic.twitter.com/MBHGP99Zxz,2019-05-02 03:16:02,/taylorswift13/status/1123788207886426115,Taylor Swift,0.0,0.847,0.153,0.8131
[],False,97690,12208,taylorswift13,I’m trying to give them a normal upbringing but when the little ones and I ran into the flawless @PaulaAbdul on the way to red carpet we STRAIGHT UP had to get a pic.pic.twitter.com/qf6iTLCUvV,2019-05-01 22:16:34,/taylorswift13/status/1123712843956801537,Taylor Swift,0.0,0.802,0.198,0.836
"['taylurking', 'fromMEtoYOU']",False,27852,2891,taylorswift13,"You. Are. The. Best.   #taylurking #fromMEtoYOU
http://taylorswift.lnk.to/me/iTunes pic.twitter.com/RZG7KFg1OT",2019-05-01 01:54:17,/taylorswift13/status/1123405248243097602,Taylor Swift,0.0,0.625,0.375,0.6369
"['taylurking', 'fromMEtoYOU']",False,25810,2526,taylorswift13,"LOVE  #taylurking #fromMEtoYOU
http://taylorswift.lnk.to/me/iTunes pic.twitter.com/aU1iFTh2gJ",2019-05-01 01:41:50,/taylorswift13/status/1123402112984125441,Taylor Swift,0.0,0.448,0.552,0.7125
"['taylurking', 'fromMEtoYOU']",False,25418,2711,taylorswift13,"YOU ARE MAKING MY DAY! #taylurking #fromMEtoYOU
http://taylorswift.lnk.to/me/itunes pic.twitter.com/mvkhaab2Hb",2019-05-01 01:17:42,/taylorswift13/status/1123396039220834307,Taylor Swift,0.0,1.0,0.0,0.0
"['taylurking', 'fromMEtoYOU']",False,35196,3724,taylorswift13,"I LOVE YOU GUYS  #taylurking #fromMEtoYOU
http://taylorswift.lnk.to/me/iTunes pic.twitter.com/ko2GAY71Jn",2019-05-01 01:00:34,/taylorswift13/status/1123391730819182592,Taylor Swift,0.0,0.587,0.413,0.7125
[],False,154643,17771,taylorswift13,Tonight we lurk on twitter. ,2019-05-01 00:09:33,/taylorswift13/status/1123378889810763777,Taylor Swift,0.31,0.69,0.0,-0.2023
[],False,43331,7146,taylorswift13,The first time I met Benji. Check out the behind the scenes video on @YouTube.https://youtu.be/MUf1ili4Zew ,2019-04-30 17:22:07,/taylorswift13/status/1123276356173860865,Taylor Swift,0.0,1.0,0.0,0.0
[],False,62968,8580,taylorswift13,"Thank you @Spotify 
http://taylorswift.lnk.to/me/Spotify pic.twitter.com/pmgDh8dy1s",2019-04-28 23:06:08,/taylorswift13/status/1122638154484396034,Taylor Swift,0.0,0.615,0.385,0.3612
